class_id,replicate,experiment_id,student_id,scenario,scenario_label,seed,model_version,day,temperature_c,thermal_performance,degree_days,cumulative_degree_days,hydration_pct,nutrient_pct,root_health_pct,plant_health_pct,host_quality_index,enemy_pressure,nymphs_modelled,apterous_adults_modelled,alate_adults_modelled,total_aphids_modelled,nymphs_observed,apterous_adults_observed,alate_adults_observed,total_aphids_observed,fecundity_per_adult,new_nymphs,matured_nymphs,alate_fraction,mortality_rate,mortality_count,alate_emigrants,lambda_from_day_0,intervention,event_note
aphidsim_tutorial,8,LowN_08_nutrient_stress_6295,LowN_08,nutrient_stress,Low-nitrogen host,6295,2.1.0,16,18.2,0.998,14.2,266.8,40.5,24.2,91.3,46.3,0.328,0,897.65,167.84,51.71,1117.2,849,169,56,1074,0.75,126.48,37.91,0.393,0.0893,102.84,6.09,19.6,rescue water +24%,intervention: rescue water +24%
aphidsim_tutorial,8,LowN_08_nutrient_stress_6295,LowN_08,nutrient_stress,Low-nitrogen host,6295,2.1.0,17,18.5,0.999,14.5,281.3,31.2,33.4,91.1,47.1,0.336,0,911.44,178.59,55.5,1145.53,864,174,51,1089,0.77,139.24,38.92,0.393,0.0893,104.27,6.65,20.097,rescue fertiliser +16%,intervention: rescue fertiliser +16%
aphidsim_tutorial,8,LowN_08_nutrient_stress_6295,LowN_08,nutrient_stress,Low-nitrogen host,6295,2.1.0,18,19.8,1,15.8,297.1,21.5,26.6,88.7,40.4,0.269,0,917.52,183.66,56.27,1157.45,996,184,56,1236,0.689,132.53,33.23,0.41,0.0947,113.28,7.32,20.306,,
aphidsim_tutorial,8,LowN_08_nutrient_stress_6295,LowN_08,nutrient_stress,Low-nitrogen host,6295,2.1.0,19,21.1,0.996,17.1,314.2,35.2,35.6,88.4,48.7,0.352,0,950.61,194.96,60.15,1205.72,990,194,60,1244,0.825,163.19,41.75,0.392,0.0892,107.69,7.23,21.153,rescue water +24%; rescue fertiliser +16%,intervention: rescue water +24%; rescue fertiliser +16%
aphidsim_tutorial,8,LowN_08_nutrient_stress_6295,LowN_08,nutrient_stress,Low-nitrogen host,6295,2.1.0,20,21,0.996,17,331.2,24.9,28.6,88.2,42.3,0.287,0,951.45,200.16,61,1212.61,923,201,65,1189,0.644,135.25,36.11,0.412,0.0957,120.4,7.96,21.274,,
aphidsim_tutorial,8,LowN_08_nutrient_stress_6295,LowN_08,nutrient_stress,Low-nitrogen host,6295,2.1.0,21,22.6,0.984,18.6,349.8,38.1,21.7,87.9,43.6,0.301,0,947.63,205.91,62.15,1215.69,958,208,64,1230,0.608,131.01,37.34,0.409,0.0949,119.9,8.04,21.328,rescue water +24%,intervention: rescue water +24%
aphidsim_tutorial,8,LowN_08_nutrient_stress_6295,LowN_08,nutrient_stress,Low-nitrogen host,6295,2.1.0,22,22.6,0.984,18.6,368.4,27.3,30.6,87.7,43.8,0.302,0,949.64,211.19,63.03,1223.87,925,208,63,1196,0.616,136.46,37.35,0.409,0.0949,120.09,8.19,21.471,rescue fertiliser +16%,intervention: rescue fertiliser +16%
aphidsim_tutorial,8,LowN_08_nutrient_stress_6295,LowN_08,nutrient_stress,Low-nitrogen host,6295,2.1.0,23,23.6,0.973,19.6,388,40.1,23.7,87.4,45,0.315,0,925.12,216.88,64.12,1206.12,859,225,65,1149,0.487,110.46,38.38,0.406,0.0942,119.94,8.27,21.16,rescue water +24%,intervention: rescue water +24%
aphidsim_tutorial,8,LowN_08_nutrient_stress_6295,LowN_08,nutrient_stress,Low-nitrogen host,6295,2.1.0,24,23.2,0.978,19.2,407.2,29.1,32.6,87.2,45.1,0.315,0,946.82,221.9,64.68,1233.4,953,213,62,1228,0.656,152.8,37.69,0.404,0.0935,117.12,8.39,21.639,rescue fertiliser +16%,intervention: rescue fertiliser +16%
aphidsim_tutorial,8,LowN_08_nutrient_stress_6295,LowN_08,nutrient_stress,Low-nitrogen host,6295,2.1.0,25,23.6,0.973,19.6,426.8,17.8,25.6,84.8,37.8,0.244,0,954.19,221.06,62.47,1237.72,1038,232,64,1334,0.59,140.36,31.36,0.422,0.0994,127.35,8.69,21.714,,
aphidsim_tutorial,8,LowN_08_nutrient_stress_6295,LowN_08,nutrient_stress,Low-nitrogen host,6295,2.1.0,26,23.5,0.974,19.5,446.3,30.6,34.6,84.5,45.8,0.322,0,940.45,226.6,64.09,1231.14,972,218,60,1250,0.518,122.69,39.42,0.405,0.0941,121.08,8.19,21.599,rescue water +24%; rescue fertiliser +16%,intervention: rescue water +24%; rescue fertiliser +16%
aphidsim_tutorial,8,LowN_08_nutrient_stress_6295,LowN_08,nutrient_stress,Low-nitrogen host,6295,2.1.0,27,22.7,0.983,18.7,465,19.8,27.6,82.1,38.6,0.252,0,928.35,225.99,62.37,1216.72,932,220,65,1217,0.496,120.46,32.18,0.42,0.0988,126.29,8.59,21.346,,
aphidsim_tutorial,8,LowN_08_nutrient_stress_6295,LowN_08,nutrient_stress,Low-nitrogen host,6295,2.1.0,28,21.8,0.991,17.8,482.8,33.1,36.5,81.9,46.7,0.331,0,961.56,231.87,64.22,1257.65,935,232,66,1233,0.688,166.13,39.96,0.402,0.0927,117.06,8.13,22.064,rescue water +24%; rescue fertiliser +16%,intervention: rescue water +24%; rescue fertiliser +16%
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,0,20.5,0.998,0,0,78,82,95,83.9,0.776,0,22.68,19.32,0,42,23,20,1,44,0,0,0,0,0,0,0,1,,setup observation
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,1,22.8,0.982,18.8,18.8,71,79.8,95.9,80.9,0.736,0,91.52,20.45,0.2,112.16,95,20,0,115,3.716,71.8,1.98,0.099,0.0398,1.64,0,2.671,,
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,2,23,0.98,19,37.8,63.7,77.3,96.8,77.7,0.693,0,173.76,26.36,1.05,201.17,168,28,1,197,4.588,94.03,7.55,0.117,0.043,5.01,0.01,4.79,,
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,3,22.5,0.985,18.5,56.3,56.2,74.6,97.7,74.3,0.65,0,241.08,36.94,2.8,280.82,234,36,3,273,3.366,89.61,13.52,0.139,0.0467,9.88,0.08,6.686,,
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,4,21.7,0.992,17.7,74,48.7,71.7,98.6,70.9,0.607,0,308.3,50.1,5.3,363.69,284,53,5,342,2.605,98.06,17.64,0.163,0.0507,14.96,0.23,8.659,,
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,5,21.8,0.991,17.8,91.8,40.8,68.4,98.4,66.8,0.557,0,421.88,64.71,8.5,495.09,425,71,9,505,2.972,152.83,20.95,0.19,0.055,20.97,0.47,11.788,,
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,6,21.6,0.993,17.6,109.4,64.4,64.8,99.3,73.3,0.637,0,526.92,87.67,13.83,628.42,551,90,12,653,2.408,160.93,32.39,0.203,0.0516,26.83,0.77,14.962,water +32%,intervention: water +32%
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,7,21,0.996,17,126.4,55.5,60.6,100,68.8,0.581,0,698.63,111.34,20.85,830.81,743,114,18,875,2.656,242.07,37.29,0.248,0.0581,38.3,1.38,19.781,,
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,8,21.4,0.994,17.4,143.8,46,55.9,100,63.6,0.519,0,833.28,135.73,30.74,999.76,797,145,26,968,1.973,230,44.54,0.307,0.0673,58.73,2.32,23.804,,
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,9,21.8,0.991,17.8,161.6,67.7,50.7,100,68.6,0.58,0.033,953.79,166.11,43.97,1163.88,910,171,42,1123,1.732,248.47,58.64,0.329,0.077,80.8,3.56,27.711,water +32%,Aphidius-like parasitoid pressure; intervention: water +32%
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,10,20.1,0.999,16.1,177.7,57.6,45.3,100,63,0.512,0.066,1022.46,190.08,56.21,1268.75,1007,184,53,1244,1.289,228.3,59.95,0.37,0.0968,117.98,5.45,30.208,,
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,11,19.3,1,15.3,193,47.6,61.7,100,66.6,0.555,0.101,1030.08,215.63,68.69,1314.39,1050,214,66,1330,0.956,195.1,68.94,0.375,0.1074,142.43,7.02,31.295,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,12,18.8,1,14.8,207.8,69.6,56,100,71.5,0.615,0.134,1038.73,242.5,80.14,1361.37,1125,230,80,1435,0.909,211.66,76.2,0.37,0.114,156.17,8.52,32.414,water +32%,intervention: water +32%
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,13,18,0.997,14,221.8,60.1,50.5,100,66.1,0.548,0.185,961.21,255.51,85.59,1302.31,1009,250,83,1342,0.543,142.56,68.41,0.398,0.1352,191.24,10.38,31.007,,high natural enemy pressure
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,14,18.1,0.997,14.1,235.9,50.6,67,100,69.8,0.594,0.206,939.64,267.69,89.04,1296.37,929,244,99,1272,0.677,187.43,68.46,0.388,0.1354,182.46,10.91,30.866,fertiliser +22%,high natural enemy pressure; intervention: fertiliser +22%
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,15,17.5,0.994,13.5,249.4,41.2,61.5,99.8,64.4,0.528,0.24,930.64,268.66,87.76,1287.06,880,289,84,1253,0.698,202.48,59.79,0.408,0.1495,200.06,11.72,30.644,,high natural enemy pressure
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,16,18.4,0.999,14.4,263.8,63.3,55.8,100,69.3,0.588,0.216,990.61,277.04,89.5,1357.15,922,286,89,1297,0.91,264.52,65.92,0.389,0.1379,183.21,11.22,32.313,water +32%,high natural enemy pressure; intervention: water +32%
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,17,18.3,0.998,14.3,278.1,53.7,50.3,100,63.9,0.522,0.213,930.15,279.52,89.63,1299.3,912,290,91,1293,0.524,156.89,62.49,0.408,0.1448,202.96,11.79,30.936,,high natural enemy pressure
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,18,18.3,0.998,14.3,292.4,44.1,44.7,99.8,58.3,0.457,0.24,962.4,272.4,85.15,1319.95,953,281,87,1321,0.794,239.82,52.22,0.424,0.1546,207.08,12.09,31.427,,high natural enemy pressure
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,19,20.3,0.999,16.3,308.7,65.5,60.9,100,72.2,0.623,0.24,1024.9,283.17,89.47,1397.54,1041,300,87,1428,0.965,283.51,72.26,0.387,0.1431,195.07,10.85,33.275,water +32%; fertiliser +22%,high natural enemy pressure; intervention: water +32%; fertiliser +22%
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,20,20.9,0.997,16.9,325.6,55,55.4,100,66.4,0.552,0.233,931.71,287.29,91.42,1310.42,924,287,88,1299,0.46,140.6,68.27,0.406,0.1495,215.97,11.74,31.201,,high natural enemy pressure
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,21,22,0.99,18,343.6,44.2,49.8,99.8,60.4,0.482,0.24,931.55,281.39,87.46,1300.41,951,285,86,1322,0.673,208.6,54.84,0.418,0.153,206.39,12.22,30.962,,high natural enemy pressure
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,22,22.3,0.987,18.3,361.9,65.3,44.4,100,65.2,0.537,0.23,919.75,282.07,86.98,1288.8,937,314,89,1340,0.644,195.21,60.31,0.404,0.1458,195.38,11.43,30.686,water +32%,high natural enemy pressure; intervention: water +32%
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,23,23.2,0.978,19.2,381.1,54,60.8,100,68.4,0.576,0.24,931.08,285.05,87.46,1303.6,926,284,94,1304,0.72,218.69,63.16,0.395,0.1452,192.67,11.23,31.038,fertiliser +22%,high natural enemy pressure; intervention: fertiliser +22%
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,24,22.8,0.982,18.8,399.9,42.9,55.3,99.8,62.3,0.504,0.24,944.67,281.38,85.44,1311.49,926,271,85,1282,0.724,222.23,56.78,0.413,0.151,202.73,11.59,31.226,,high natural enemy pressure
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,25,22.8,0.982,18.8,418.7,63.8,49.7,100,66.9,0.559,0.24,942.24,283.53,86.42,1312.2,872,293,86,1251,0.697,211.13,63.16,0.401,0.1474,199.3,11.12,31.243,water +32%,high natural enemy pressure; intervention: water +32%
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,26,21.9,0.991,17.9,436.6,53.1,44.3,100,61.1,0.49,0.238,903.04,279.21,84.5,1266.74,976,283,75,1334,0.562,171.64,56.14,0.417,0.152,205.56,11.53,30.161,,high natural enemy pressure
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,27,21.6,0.993,17.6,454.2,42.4,60.8,99.8,64.5,0.529,0.24,935.72,278.29,83.85,1297.85,911,263,85,1259,0.782,235.01,58.12,0.405,0.1479,192.83,11.07,30.901,fertiliser +22%,high natural enemy pressure; intervention: fertiliser +22%
aphidsim_tutorial,1,Naturalenemy_01_natural_enemy_6723,Naturalenemy_01,natural_enemy,Natural enemy incursion,6723,2.1.0,28,20.9,0.997,16.9,471.1,64,55.2,100,69.3,0.587,0.216,937.22,285.62,86.77,1309.61,978,275,83,1336,0.693,207.47,66.24,0.39,0.1383,184.98,10.73,31.181,water +32%,high natural enemy pressure; intervention: water +32%
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,0,21.7,0.992,0,0,78,82,95,83.9,0.776,0,27,23,0,50,30,24,0,54,0,0,0,0,0,0,0,1,,setup observation
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,1,23.5,0.974,19.5,19.5,70.7,79.7,95.9,80.8,0.734,0,114.27,24.32,0.23,138.83,112,27,0,139,3.947,90.78,2.34,0.1,0.0398,1.95,0,2.777,,
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,2,23.5,0.974,19.5,39,63.1,77.2,96.8,77.4,0.69,0,192.74,31.62,1.33,225.69,188,31,0,219,3.821,93.14,9.33,0.121,0.0433,6.26,0.02,4.514,,
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,3,23.8,0.97,19.8,58.8,55.1,74.4,97.7,73.9,0.645,0,260.89,42.89,3.28,307.05,254,48,6,308,2.9,92.65,14.67,0.144,0.0472,11.18,0.11,6.141,,
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,4,23.9,0.968,19.9,78.7,46.7,71.3,98.6,70,0.596,0,365.78,56.32,5.95,428.05,385,57,10,452,3.154,137.84,18.45,0.169,0.0515,16.57,0.27,8.561,,
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,5,22.7,0.983,18.7,97.4,70,67.7,99.5,76.4,0.677,0,522.6,78.4,10.39,611.39,522,74,10,606,3.549,205.15,29.62,0.177,0.0474,21.3,0.51,12.228,water +32%,intervention: water +32%
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,6,22.8,0.982,18.8,116.2,60.8,63.7,100,71.8,0.619,0,647.1,104.39,17.89,769.38,693,104,18,815,2.399,194.29,38.8,0.235,0.0549,35.3,1.01,15.388,,
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,7,22.7,0.983,18.7,134.9,50.8,59,100,66.6,0.554,0,829.96,129.86,27.24,987.07,886,148,27,1061,2.484,270.47,43.58,0.286,0.063,50.86,1.92,19.741,,
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,8,22.2,0.988,18.2,153.1,40.7,54.1,99.8,61.1,0.49,0,876.91,154.37,38.9,1070.18,868,151,39,1058,1.193,163.03,49.77,0.342,0.074,76.7,3.22,21.404,,
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,9,23.2,0.978,19.2,172.3,61.8,48.9,100,65.9,0.547,0.034,973.42,181.27,50.85,1205.53,979,189,50,1218,1.412,231.75,57.69,0.345,0.0819,91.76,4.63,24.111,water +32%,Aphidius-like parasitoid pressure; intervention: water +32%
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,10,21.4,0.994,17.4,189.7,51.3,43.4,100,60.2,0.479,0.074,1018.91,200.62,60.82,1280.35,1008,198,58,1264,1.087,210.88,57.27,0.382,0.1028,129.64,6.43,25.607,,
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,11,21.5,0.993,17.5,207.2,40.8,60,99.8,63.6,0.519,0.117,970.18,220.26,70.58,1261.02,997,228,72,1297,0.657,141.86,64.28,0.386,0.1148,153.44,7.74,25.22,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,12,20.7,0.998,16.7,223.9,62.2,54.4,100,68.4,0.576,0.139,1021.37,240.54,78.6,1340.51,1122,228,83,1433,1.011,240.5,67.72,0.376,0.116,152.17,8.84,26.81,water +32%,intervention: water +32%
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,13,20.2,0.999,16.2,240.1,51.8,48.7,100,62.5,0.506,0.179,1023.55,250.21,82.69,1356.46,1067,240,79,1386,0.825,214.77,63.23,0.404,0.1354,188.54,10.28,27.129,,
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,14,20.2,0.999,16.2,256.3,41.5,65.1,99.8,66,0.547,0.204,965.67,260.83,86.96,1313.46,965,270,85,1320,0.609,164.92,67.94,0.4,0.1401,197.17,10.75,26.269,fertiliser +22%,high natural enemy pressure; intervention: fertiliser +22%
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,15,19.2,1,15.2,271.5,63.6,59.6,100,71,0.609,0.24,942.22,271.49,90.24,1303.94,995,287,86,1368,0.699,197.56,70.6,0.391,0.1442,195.92,11.15,26.079,water +32%,high natural enemy pressure; intervention: water +32%
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,16,19.1,1,15.1,286.6,53.8,54.1,100,65.5,0.541,0.24,931.04,273.5,89.39,1293.93,956,273,87,1316,0.687,201.99,61.82,0.406,0.1487,200.18,11.83,25.879,,high natural enemy pressure
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,17,19.6,1,15.6,302.2,43.8,48.5,99.8,59.8,0.474,0.23,943.55,269.74,86.04,1299.34,901,277,91,1269,0.737,217.94,54.3,0.418,0.1503,200.59,11.94,25.987,,high natural enemy pressure
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,18,20.4,0.999,16.4,318.6,65.5,43,100,64.7,0.532,0.24,935.94,271.27,86.07,1293.28,940,292,89,1321,0.705,205.33,60.95,0.407,0.1492,200.08,11.31,25.866,water +32%,high natural enemy pressure; intervention: water +32%
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,19,21.1,0.996,17.1,335.7,54.9,59.4,100,68.1,0.573,0.235,965.05,276.74,87.58,1329.37,918,275,90,1283,0.819,239.86,64.82,0.396,0.1444,192.65,11.12,26.587,fertiliser +22%,high natural enemy pressure; intervention: fertiliser +22%
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,20,22,0.99,18,353.7,44.1,54,99.8,62.2,0.502,0.24,911.69,274.91,86.35,1272.95,882,272,82,1236,0.55,164.2,58.83,0.415,0.1523,208.97,11.65,25.459,,high natural enemy pressure
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,21,22.4,0.986,18.4,372.1,65.1,48.4,100,66.8,0.557,0.24,971.2,277.15,86.3,1334.64,1025,274,80,1379,0.892,264.45,61.16,0.399,0.146,191.55,11.21,26.693,water +32%,high natural enemy pressure; intervention: water +32%
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,22,23.7,0.971,19.7,391.8,53.8,42.9,100,60.8,0.486,0.24,903.4,273.37,84.5,1261.28,874,275,85,1234,0.501,149.81,56.5,0.419,0.1536,211.63,11.54,25.226,,high natural enemy pressure
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,23,23.7,0.971,19.7,411.5,42.5,59.5,99.8,63.9,0.523,0.24,925.55,272.2,83.21,1280.96,878,277,79,1234,0.757,223,56.52,0.405,0.1479,192.24,11.08,25.619,fertiliser +22%,high natural enemy pressure; intervention: fertiliser +22%
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,24,23.4,0.975,19.4,430.9,63.2,53.9,100,68.5,0.578,0.215,946.53,278.71,85.31,1310.54,878,281,95,1254,0.758,222.24,63.54,0.39,0.1378,182.01,10.65,26.211,water +32%,high natural enemy pressure; intervention: water +32%
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,25,23.4,0.975,19.4,450.3,52.1,48.5,100,62.6,0.507,0.24,894.89,276.19,84.17,1255.25,943,287,83,1313,0.534,160.34,57.44,0.413,0.1512,204.32,11.31,25.105,,high natural enemy pressure
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,26,23.8,0.97,19.8,470.1,40.9,43.2,99.8,56.6,0.438,0.232,869.67,267.52,79.52,1216.71,863,252,69,1184,0.568,168.94,47.47,0.423,0.1518,196.15,11.34,24.334,,high natural enemy pressure
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,27,23.5,0.974,19.5,489.6,61.5,59.6,100,70.3,0.6,0.226,977.33,274.42,81.75,1333.5,914,268,81,1263,1.037,298.11,62.04,0.382,0.1367,171.27,10.05,26.67,water +32%; fertiliser +22%,high natural enemy pressure; intervention: water +32%; fertiliser +22%
aphidsim_tutorial,2,Naturalenemy_02_natural_enemy_6806,Naturalenemy_02,natural_enemy,Natural enemy incursion,6806,2.1.0,28,23.4,0.975,19.4,509,50.2,54,100,64.3,0.527,0.24,956.76,275.26,83.24,1315.26,979,279,80,1338,0.678,199.84,61.55,0.409,0.1505,207.3,10.78,26.305,,high natural enemy pressure
aphidsim_tutorial,3,Naturalenemy_03_natural_enemy_6889,Naturalenemy_03,natural_enemy,Natural enemy incursion,6889,2.1.0,0,21.7,0.992,0,0,78,82,95,83.9,0.776,0,35.1,29.9,0,65,36,32,0,68,0,0,0,0,0,0,0,1,,setup observation
aphidsim_tutorial,3,Naturalenemy_03_natural_enemy_6889,Naturalenemy_03,natural_enemy,Natural enemy incursion,6889,2.1.0,1,24,0.967,20,20,70.3,79.6,95.9,80.6,0.731,0,165.29,31.58,0.31,197.18,172,34,1,207,4.506,134.72,3.02,0.102,0.0399,2.54,0,3.034,,
aphidsim_tutorial,3,Naturalenemy_03_natural_enemy_6889,Naturalenemy_03,natural_enemy,Natural enemy incursion,6889,2.1.0,2,23.5,0.974,19.5,39.5,62.5,76.8,96.8,77.1,0.686,0,248.33,42.05,2.02,292.4,254,41,3,298,3.295,104.31,13.41,0.13,0.044,9.07,0.02,4.498,,
aphidsim_tutorial,3,Naturalenemy_03_natural_enemy_6889,Naturalenemy_03,natural_enemy,Natural enemy incursion,6889,2.1.0,3,24,0.967,20,59.5,54.1,73.8,97.7,73.3,0.637,0,352.88,56.03,4.69,413.6,328,54,4,386,3.2,136.18,18.66,0.157,0.0484,14.82,0.16,6.363,,
aphidsim_tutorial,3,Naturalenemy_03_natural_enemy_6889,Naturalenemy_03,natural_enemy,Natural enemy incursion,6889,2.1.0,4,23.7,0.971,19.7,79.2,45.3,70.4,98.6,69.2,0.586,0,458.36,73.26,8.79,540.41,455,79,8,542,2.632,150.55,24.6,0.194,0.0537,23.32,0.42,8.314,,
